Date,LP_Value,FD_Value
2016-01-07,1169957.7384209228,1007673.8565197343
2016-01-08,1162447.3143498187,1007742.0289630903
2016-01-11,1167664.6857265132,1007810.2060185354
2016-01-12,1164221.8805323092,1007878.3876863824
2016-01-13,1166158.8535561475,1007946.5739669428
2016-01-14,1157598.8021196516,1008014.7648605289
2016-01-15,1159142.227448669,1008082.9603674528
2016-01-18,1169083.1722384323,1008151.1604880264
2016-01-19,1165115.5533615323,1008219.365222562
2016-01-20,1159048.554619446,1008287.5745713718
2016-01-21,1160329.4479727133,1008355.7885347678
2016-01-22,1150982.176012173,1008424.0071130623
2016-01-25,1132266.2164956548,1008492.2303065677
2016-01-26,1136486.2666870635,1008560.4581155959
2016-01-27,1130288.001957102,1008628.6905404594
2016-01-28,1127763.8084092196,1008696.9275814701
2016-01-29,1104507.847647614,1008765.1692389408
2016-02-01,1106444.8206714524,1008833.4155131835
2016-02-02,1103658.220282222,1008901.6664045105
2016-02-03,1122127.950520606,1008969.9219132344
2016-02-04,1103858.220282222,1009038.1820396674
2016-02-05,1090049.6566155585,1009106.4467841221
2016-02-08,1104714.299952793,1009174.7161469107
2016-02-09,1109931.5461950852,1009242.9901283458
2016-02-10,1104468.070674659,1009311.2687287398
2016-02-11,1091892.9568101738,1009379.5519484052
2016-02-12,1092911.4433220932,1009447.8397876543
2016-02-15,1102721.2472583835,1009516.1322468
2016-02-16,1096260.5756870739,1009584.4293261546
2016-02-17,1114074.3513892891,1009652.7310260311
2016-02-18,1107088.7410008812,1009721.0373467413
2016-02-19,1107844.8206714524,1009789.3482885985
2016-02-22,1118310.704278314,1009857.663851915
2016-02-23,1108044.8206714524,1009925.9840370036
2016-02-24,1127695.569397506,1009994.3088441769
2016-02-25,1118873.111119662,1010062.6382737476
2016-02-26,1116480.0584252523,1010130.9723260285
2016-02-29,1121566.1638140716,1010199.3110013324
2016-03-01,1114108.2961918786,1010267.6542999718
2016-03-02,1097754.248516297,1010336.0022222596
2016-03-03,1100478.4420641796,1010404.3547685089
2016-03-04,1096642.0891751547,1010472.711939032
2016-03-07,1085064.171361553,1010541.0737341422
2016-03-08,1081883.7730086972,1010609.4401541521
2016-03-09,1100222.3623936083,1010677.8111993746
2016-03-10,1090743.8244451932,1010746.1868701229
2016-03-11,1094780.177334218,1010814.5671667095
2016-03-14,1088582.0377386587,1010882.9520894478
2016-03-15,1095242.7093099682,1010951.3416386504
2016-03-16,1101719.5584444918,1011019.7358146304
2016-03-17,1089406.8514213548,1011088.1346177009
2016-03-18,1075335.8809133435,1011156.538048175
2016-03-21,1084489.6051790626,1011224.9461063656
2016-03-22,1082752.6321552242,1011293.3587925859
2016-03-23,1063826.6971118667,1011361.7761071487
2016-03-24,1070671.0659855602,1011430.1980503675
2016-03-25,1069616.325722346,1011498.6246225554
2016-03-28,1075096.1039403884,1011567.0558240253
2016-03-29,1063780.5929681347,1011635.4916550907
2016-03-30,1053514.7719284743,1011703.9321160646
2016-03-31,1044823.5170713044,1011772.3772072602
2016-04-01,1032720.6604406044,1011840.8269289911
2016-04-04,1035654.8920825274,1011909.28128157
2016-04-05,1043365.2535864301,1011977.7402653107
2016-04-06,1045827.0402929647,1012046.2038805262
2016-04-07,1035167.6089912822,1012114.67212753
2016-04-08,1052062.8356143772,1012183.1450066357
2016-04-11,1037991.8651063658,1012251.622518156
2016-04-12,1029956.689919767,1012320.1046624049
2016-04-13,1026382.681304889,1012388.5914396953
2016-04-14,1032912.1494555245,1012457.0828503412
2016-04-15,1033799.4325467697,1012525.5788946557
2016-04-18,1054683.5685078003,1012594.0795729525
2016-04-19,1038985.537935589,1012662.5848855448
2016-04-20,1026751.477884215,1012731.0948327465
2016-04-21,1029344.5305786246,1012799.609414871
2016-04-22,1041384.9178007754,1012868.1286322316
2016-04-25,1044765.2535864301,1012936.6524851425
2016-04-26,1042004.8062872529,1013005.1809739164
2016-04-27,1043941.7793110913,1013073.714098868
2016-04-28,1038530.8602395761,1013142.25186031
2016-04-29,1036242.732741385,1013210.7942585567
2016-05-02,1051091.0733810032,1013279.3412939213
2016-05-03,1044315.563653837,1013347.8929667182
2016-05-04,1061604.400538954,1013416.4492772606
2016-05-05,1072726.3012491853,1013485.0102258624
2016-05-06,1067577.7890190182,1013553.5758128373
2016-05-09,1069436.0525038925,1013622.1460384991
2016-05-10,1080899.1321616373,1013690.7209031618
2016-05-11,1076931.5132847375,1013759.3004071392
2016-05-12,1076900.2472968623,1013827.8845507451
2016-05-13,1075032.133419551,1013896.4733342932
2016-05-16,1080196.9483473343,1013965.066758098
2016-05-17,1073001.4875664893,1014033.6648224726
2016-05-18,1084149.6039339753,1014102.2675277316
2016-05-19,1091702.4837927485,1014170.8748741887
2016-05-20,1089440.697086214,1014239.486862158
2016-05-23,1087966.1309037236,1014308.1034919532
2016-05-24,1085704.219062787,1014376.7247638889
2016-05-25,1094989.2093163813,1014445.3506782787
2016-05-26,1091283.9972808294,1014513.9812354369
2016-05-27,1087473.797481858,1014582.6164356775
2016-05-30,1095814.0229990773,1014651.2562793146
2016-05-31,1098538.3416813621,1014719.9007666626
2016-06-01,1100606.4555586735,1014788.5498980351
2016-06-02,1100470.326941781,1014857.2036737467
2016-06-03,1108416.8796297773,1014925.8620941117
2016-06-06,1096760.1271428093,1014994.5251594441
2016-06-07,1087097.8918920103,1015063.1928700582
2016-06-08,1083523.9458443334,1015131.8652262682
2016-06-09,1075619.9740784087,1015200.5422283885
2016-06-10,1090861.98754725,1015269.2238767333
2016-06-13,1094557.0989215604,1015337.9101716172
2016-06-14,1094027.2974754446,1015406.6011133542
2016-06-15,1096489.2093163813,1015475.2967022589
2016-06-16,1094673.4016191766,1015543.9969386457
2016-06-17,1095639.4568165871,1015612.701822829
2016-06-20,1091803.1039275622,1015681.4113551229
2016-06-21,1086313.3501826806,1015750.1255358423
2016-06-22,1082162.159137799,1015818.8443653015
2016-06-23,1077407.1946024527,1015887.5678438153
2016-06-24,1071865.0721102634,1015956.2959716977
2016-06-27,1099913.4028642639,1016025.0287492636
2016-06-28,1098780.0781964879,1016093.7661768273
2016-06-29,1084892.6798564582,1016162.5082547037
2016-06-30,1071740.1958603663,1016231.2549832073
2016-07-01,1069347.2057331577,1016300.0063626526
2016-07-04,1072045.1836237859,1016368.7623933544
2016-07-05,1069809.6125745056,1016437.5230756273
2016-07-06,1083293.299991272,1016506.288409786
2016-07-07,1082868.4863085758,1016575.0583961452
2016-07-08,1081603.8956529247,1016643.8330350196
2016-07-11,1073253.757176067,1016712.6123267242
2016-07-12,1070073.4213904121,1016781.3962715735
2016-07-13,1063744.0158069776,1016850.1848698825
2016-07-14,1062663.0598865093,1016918.9781219659
2016-07-15,1055257.6861460262,1016987.7760281385
2016-07-18,1065749.785410142,1017056.5785887152
2016-07-19,1065849.785410142,1017125.385804011
2016-07-20,1078309.9985515692,1017194.1976743406
2016-07-21,1082976.278021112,1017263.0142000192
2016-07-22,1086881.3649222618,1017331.8353813617
2016-07-25,1091967.470311081,1017400.6612186828
2016-07-26,1092329.877152429,1017469.4917122975
2016-07-27,1086604.119925057,1017538.3268625214
2016-07-28,1086756.5512395657,1017607.1666696686
2016-07-29,1086935.26077853,1017676.0111340551
2016-08-01,1083781.1406501294,1017744.8602559953
2016-08-02,1084432.232557281,1017813.7140358047
2016-08-03,1084401.0917038082,1017882.5724737983
2016-08-04,1084553.5230183168,1017951.4355702912
2016-08-05,1082108.0390093985,1018020.3033255984
2016-08-08,1085357.1713743792,1018089.1757400355
2016-08-09,1085588.3122278522,1018158.0528139172
2016-08-10,1078602.8269738466,1018226.934547559
2016-08-11,1073979.1909935765,1018295.8209412763
2016-08-12,1073291.9079023313,1018364.7119953843
2016-08-15,1081894.5402608989,1018433.6077101979
2016-08-16,1074672.8012555987,1018502.5080860328
2016-08-17,1072411.014549064,1018571.4131232044
2016-08-18,1075476.38704446,1018640.3228220277
2016-08-19,1073660.7044816574,1018709.2371828184
2016-08-22,1082289.5524974794,1018778.1562058917
2016-08-23,1086194.7645330313,1018847.0798915629
2016-08-24,1086819.5782157273,1018916.0082401481
2016-08-25,1088126.74979345,1018984.9412519621
2016-08-26,1082715.8307219348,1019053.8789273202
2016-08-29,1091134.6406437163,1019122.8212665386
2016-08-30,1087639.4041350037,1019191.7682699325
2016-08-31,1090862.2582755291,1019260.7199378177
2016-09-01,1095423.549981652,1019329.676270509
2016-09-02,1100903.3281996944,1019398.6372683228
2016-09-05,1098247.8686639369,1019467.6029315743
2016-09-06,1096983.1528738835,1019536.5732605795
2016-09-07,1092412.0107753233,1019605.5482556535
2016-09-08,1090675.037751485,1019674.5279171125
2016-09-09,1098096.7767567853,1019743.5122452718
2016-09-12,1105387.1246398084,1019812.5012404473
2016-09-13,1101445.7839873638,1019881.4949029549
2016-09-14,1112357.7717379574,1019950.49323311
2016-09-15,1110200.9727948424,1020019.4962312286
2016-09-16,1110300.9727948424,1020088.5038976267
2016-09-19,1114547.3012107066,1020157.5162326195
2016-09-20,1114699.7325252153,1020226.5332365236
2016-09-21,1113959.9555522604,1020295.5549096544
2016-09-22,1107420.5744419866,1020364.5812523279
2016-09-23,1106077.2742473714,1020433.6122648598
2016-09-26,1110244.8931242712,1020502.6479475665
2016-09-27,1115986.9530492595,1020571.6883007636
2016-09-28,1114853.6283814835,1020640.7333247673
2016-09-29,1105821.1945768,1020709.7830198935
2016-09-30,1113662.759501377,1020778.837386458
2016-10-03,1113237.9458186808,1020847.8964247769
2016-10-04,1109401.4677952537,1020916.9601351666
2016-10-05,1119919.782716624,1020986.0285179429
2016-10-06,1116424.5462079113,1021055.101573422
2016-10-07,1120723.4310726866,1021124.1793019199
2016-10-10,1119931.0976508206,1021193.2617037529
2016-10-11,1113916.6553576451,1021262.3487792371
2016-10-12,1126403.0841563267,1021331.4405286886
2016-10-13,1132355.2447425562,1021400.536952424
2016-10-14,1131982.862374369,1021469.6380507589
2016-10-17,1135625.5424341706,1021538.74382401
2016-10-18,1136854.0044729293,1021607.8542724934
2016-10-19,1132099.1650719852,1021676.9693965253
2016-10-20,1125271.0988959079,1021746.0891964223
2016-10-21,1128074.1271171567,1021815.2136725007
2016-10-24,1129958.5436920843,1021884.3428250768
2016-10-25,1126200.9003420237,1021953.4766544667
2016-10-26,1119923.9260730979,1022022.6151609872
2016-10-27,1122648.2447553826,1022091.7583449545
2016-10-28,1133691.373359449,1022160.9062066852
2016-10-31,1134683.7067813147,1022230.0587464954
2016-11-01,1132395.5167159226,1022299.2159647022
2016-11-02,1131445.8893505305,1022368.3778616214
2016-11-03,1127740.6773149786,1022437.5444375704
2016-11-04,1128759.1638268977,1022506.7156928648
2016-11-07,1137283.0866465012,1022575.8916278221
2016-11-08,1137750.4812512689,1022645.072242758
2016-11-09,1129583.9775095938,1022714.2575379898
2016-11-10,1148578.6465650762,1022783.4475138335
2016-11-11,1165211.5289140241,1022852.6421706063
2016-11-14,1190924.2886187446,1022921.841508625
2016-11-15,1166723.6882551666,1022991.0455282056
2016-11-16,1171022.4479855394,1023060.2542296656
2016-11-17,1179257.6857393393,1023129.4676133211
2016-11-18,1182244.411262972,1023198.6856794893
2016-11-21,1192447.7628940835,1023267.9084284868
2016-11-22,1192547.7628940835,1023337.1358606304
2016-11-23,1193566.2494060027,1023406.3679762371
2016-11-24,1188417.7371758353,1023475.6047756235
2016-11-25,1199670.8413067411,1023544.8462591065
2016-11-28,1201870.2211719274,1023614.0924270034
2016-11-29,1204856.9466955601,1023683.3432796306
2016-11-30,1205166.7970879972,1023752.5988173053
2016-12-01,1207287.5925486218,1023821.8590403443
2016-12-02,1205419.3535369083,1023891.1239490649
2016-12-05,1200270.8413067411,1023960.3935437838
2016-12-06,1201945.4074892313,1024029.6678248179
2016-12-07,1202045.4074892313,1024098.9467924848
2016-12-08,1194272.5765767794,1024168.2304471009
2016-12-09,1195684.7359179219,1024237.5187889838
2016-12-12,1195784.7359179219,1024306.8118184505
2016-12-13,1193522.9492113874,1024376.1095358179
2016-12-14,1197821.7089417602,1024445.4119414033
2016-12-15,1201989.3278186603,1024514.719035524
2016-12-16,1206944.1672196044,1024584.0308184968
2016-12-19,1210062.0335967098,1024653.3472906394
2016-12-20,1210686.972413808,1024722.6684522688
2016-12-21,1211180.6452430312,1024791.9943037023
2016-12-22,1211280.6452430312,1024861.324845257
2016-12-23,1212167.8657670754,1024930.6600772506
2016-12-26,1210037.219914014,1024999.9999999999
2016-12-27,1210137.219914014,1025069.3446138226
2016-12-28,1211418.113267281,1025138.6939190361
2016-12-29,1212436.5997792003,1025208.0479159578
2016-12-30,1213323.9454376467,1025277.4066049048
2017-01-02,1213686.3522789946,1025346.7699861949
2017-01-03,1213786.3522789946,1025416.1380601452
2017-01-04,1215592.059314958,1025485.5108270735
2017-01-05,1217004.2186561003,1025554.8882872971
2017-01-06,1210806.079060541,1025624.2704411335
2017-01-09,1210774.8130726658,1025693.6572889003
2017-01-10,1211924.5655724602,1025763.0488309151
2017-01-11,1211368.485901889,1025832.4450674956
2017-01-12,1210681.1402434427,1025901.845998959
2017-01-13,1199890.442953885,1025971.2516256234
2017-01-16,1208519.3535369083,1026040.661947806
2017-01-17,1210062.6537315235,1026110.0769658249
2017-01-18,1208719.3535369083,1026179.4966799973
2017-01-19,1210787.5925486218,1026248.9210906414
2017-01-20,1205639.0803184544,1026318.3501980746
2017-01-23,1204951.7346600082,1026387.784002615
2017-01-24,1202689.9479534738,1026457.2225045798
2017-01-25,1202133.8682829025,1026526.6657042874
2017-01-26,1198507.365786315,1026596.1136020551
2017-01-27,1200890.442953885,1026665.5661982014
2017-01-30,1202486.2995974114,1026735.0234930435
2017-01-31,1201877.7886123315,1026804.4854868994
2017-02-01,1201111.733414921,1026873.9521800873
2017-02-02,1201500.4184807243,1026943.4235729252
2017-02-03,1199763.445456886,1027012.8996657304
2017-02-06,1199522.3290765737,1027082.3804588217
2017-02-07,1201642.9994027962,1027151.8659525163
2017-02-08,1204446.027624045,1027221.3561471326
2017-02-09,1204414.7616361699,1027290.8510429888
2017-02-10,1205170.8413067411,1027360.3506404028
2017-02-13,1206058.0618307851,1027429.8549396925
2017-02-14,1207207.8143305795,1027499.3639411762
2017-02-15,1207045.4074892313,1027568.877645172
2017-02-16,1206883.0006478834,1027638.3960519979
2017-02-17,1208295.0348546235,1027707.9191619722
2017-02-20,1209182.3805130697,1027777.4469754132
2017-02-21,1209938.460183641,1027846.9794926388
2017-02-22,1209907.1941957658,1027916.5167139674
2017-02-23,1208747.5913035343,1027986.0586397174
2017-02-24,1206433.248148089,1028055.6052702068
2017-02-27,1206795.654989437,1028125.1566057539
2017-02-28,1205058.6819655986,1028194.712646677
2017-03-01,1207258.0618307851,1028264.2733932948
2017-03-02,1207883.0006478834,1028333.8388459253
2017-03-03,1208455.3830160706,1028403.4090048868
2017-03-06,1209919.9736717218,1028472.983870498
2017-03-07,1209180.1966987667,1028542.5634430774
2017-03-08,1208283.0006478834,1028612.1477229429
2017-03-09,1211532.0078784619,1028681.7367104135
2017-03-10,1211894.5398542122,1028751.3304058074
2017-03-13,1209632.6280132756,1028820.9288094433
2017-03-14,1208683.0006478834,1028890.5319216392
2017-03-15,1208783.0006478834,1028960.1397427144
2017-03-16,1205996.2751242507,1029029.7522729872
2017-03-17,1205571.4614415546,1029099.3695127759
2017-03-20,1205933.8682829025,1029168.9914623996
2017-03-21,1202884.7359179219,1029238.6181221764
2017-03-22,1204034.4884177162,1029308.2494924255
2017-03-23,1203609.549600618,1029377.885573465
2017-03-24,1204234.4884177162,1029447.5263656143
2017-03-27,1203284.7359179219,1029517.1718691913
2017-03-28,1200498.0103942892,1029586.8220845155
2017-03-29,1202828.6562473506,1029656.4770119052
2017-03-30,1202010.1697354314,1029726.1366516794
2017-03-31,1203291.0630886988,1029795.8010041568
2017-04-03,1203522.3290765737,1029865.4700696564
2017-04-04,1204409.549600618,1029935.1438484967
2017-04-05,1205559.3021004123,1030004.822340997
2017-04-06,1205790.442953885,1030074.5055474758
2017-04-07,1207727.5411121256,1030144.1934682523
2017-04-10,1207958.6819655986,1030213.8861036452
2017-04-11,1207402.6022950276,1030283.5834539739
2017-04-12,1207240.1954536794,1030353.2855195567
2017-04-13,1205371.956441966,1030422.9923007133
2017-04-14,1201535.603552941,1030492.7037977623
2017-04-17,1199798.6305291026,1030562.4200110228
2017-04-18,1199898.6305291026,1030632.1409408139
2017-04-19,1200785.9761875488,1030701.866587455
2017-04-20,1199442.5508585314,1030771.5969512645
2017-04-21,1198886.4711879604,1030841.3320325622
2017-04-24,1198855.3303344874,1030911.071831667
2017-04-25,1197511.90500547,1030980.816348898
2017-04-26,1190788.8265928123,1031050.5655845745
2017-04-27,1185115.500679949,1031120.3195390158
2017-04-28,1185346.7666678242,1031190.078212541
2017-05-01,1184134.6073266817,1031259.8416054692
2017-05-02,1183316.1208147625,1031329.60971812
2017-05-03,1179348.5019378627,1031399.3825508126
2017-05-04,1179317.2359499875,1031469.1601038664
2017-05-05,1182303.9614736203,1031538.9423776005
2017-05-08,1183978.5276561107,1031608.7293723347
2017-05-09,1183553.7139734146,1031678.5210883877
2017-05-10,1186277.907521297,1031748.3175260795
2017-05-11,1185328.2801559048,1031818.1186857296
2017-05-12,1186477.907521297,1031887.9245676568
2017-05-15,1185003.3413388068,1031957.7351721814
2017-05-16,1180379.7679257377,1032027.5504996224
2017-05-17,1178642.7949018993,1032097.3705502992
2017-05-18,1180448.5019378627,1032167.1953245318
2017-05-19,1183041.554632272,1032237.0248226393
2017-05-22,1180779.7679257377,1032306.8590449418
2017-05-23,1175762.3965490435,1032376.6979917584
2017-05-24,1174681.5031957761,1032446.541663409
2017-05-25,1170320.211489653,1032516.3900602133
2017-05-26,1169632.990965609,1032586.2431824908
2017-05-29,1167371.2042590745,1032656.1010305613
2017-05-30,1168914.5044536898,1032725.9636047443
2017-05-31,1170195.397806957,1032795.8309053599
2017-06-01,1172394.7776721434,1032865.7029327278
2017-06-02,1172757.1845134916,1032935.5796871673
2017-06-05,1170757.804648305,1033005.4611689987
2017-06-06,1164822.0718940936,1033075.347378542
2017-06-07,1167939.9382711994,1033145.2383161164
2017-06-08,1166990.185771405,1033215.1339820421
2017-06-09,1167746.2654419763,1033285.0343766388
2017-06-12,1167190.185771405,1033354.9395002271
2017-06-13,1167946.2654419763,1033424.8493531259
2017-06-14,1166734.2312352362,1033494.7639356559
2017-06-15,1163685.0988702553,1033564.6832481371
2017-06-16,1169033.6111004225,1033634.6072908889
2017-06-19,1170183.2384658146,1033704.5360642319
2017-06-20,1171989.0706361802,1033774.4695684856
2017-06-21,1174057.1845134916,1033844.4078039706
2017-06-22,1173501.2299773225,1033914.3507710067
2017-06-23,1174782.1233305898,1033984.2984699141
2017-06-26,1174226.0436600186,1034054.2509010129
2017-06-27,1174326.0436600186,1034124.2080646232
2017-06-28,1174163.6368186704,1034194.1699610653
2017-06-29,1176231.7506959818,1034264.136590659
2017-06-30,1176331.7506959818,1034334.1079537251
2017-07-03,1175906.9370132857,1034404.0840505835
2017-07-04,1177581.5031957761,1034474.0648815545
2017-07-05,1177419.0963544282,1034544.050446958
2017-07-06,1177519.0963544282,1034614.0407471152
2017-07-07,1177619.0963544282,1034684.0357823457
2017-07-10,1177719.0963544282,1034754.03555297
2017-07-11,1177425.423525205,1034824.0400593085
2017-07-12,1177000.609842509,1034894.0493016816
2017-07-13,1176733.2152377414,1034964.0632804098
2017-07-14,1176019.7164892417,1035034.0819958133
2017-07-17,1175332.3708307955,1035104.1054482128
2017-07-18,1175563.6368186704,1035174.1336379285
2017-07-19,1175138.6980015724,1035244.1665652812
2017-07-20,1176026.0436600186,1035314.2042305912
2017-07-21,1175994.7776721434,1035384.2466341791
2017-07-24,1174257.804648305,1035454.2937763656
2017-07-25,1174095.397806957,1035524.345657471
2017-07-26,1175376.2911602242,1035594.4022778161
2017-07-27,1173114.5044536898,1035664.4636377215
2017-07-28,1173870.584124261,1035734.5297375078
2017-07-31,1174626.663794832,1035804.6005774956
2017-08-01,1174332.990965609,1035874.6761580057
2017-08-02,1176532.3708307955,1035944.7564793589
2017-08-03,1176107.5571480994,1036014.841541876
2017-08-04,1173845.6453071628,1036084.9313458774
2017-08-07,1175782.7434654033,1036155.0258916839
2017-08-08,1175751.4774775282,1036225.1251796166
2017-08-09,1177294.7776721434,1036295.2292099961
2017-08-10,1176869.9639894473,1036365.3379831434
2017-08-11,1178019.7164892417,1036435.4514993792
2017-08-14,1178775.796159813,1036505.5697590247
2017-08-15,1179138.2030011609,1036575.6927624004
2017-08-16,1180287.830366553,1036645.8205098275
2017-08-17,1179731.7506959818,1036715.9530016265
2017-08-18,1180619.0963544282,1036786.0902381192
2017-08-21,1178750.8573427147,1036856.232219626
2017-08-22,1177669.9639894473,1036926.3789464678
2017-08-23,1176982.7434654033,1036996.5304189661
2017-08-24,1175770.584124261,1037066.6866374416
2017-08-25,1175870.584124261,1037136.8476022158
2017-08-28,1174527.1587952436,1037207.0133136093
2017-08-29,1173839.9382711994,1037277.1837719434
2017-08-30,1173598.821890887,1037347.3589775392
2017-08-31,1174696.0179417706,1037417.5389307183
2017-09-01,1174533.6111004225,1037487.7236318014
2017-09-04,1173610.1368250838,1037557.9130811099
2017-09-05,1174471.2042590745,1037628.1072789648
2017-09-06,1170765.9922235226,1037698.3062256877
2017-09-07,1163911.6478229898,1037768.5099215996
2017-09-08,1157975.9150687784,1037838.7183670221
2017-09-11,1155845.269215717,1037908.9315622762
2017-09-12,1156995.0217155113,1037979.1495076836
2017-09-13,1158485.890595618,1038049.3722035651
2017-09-14,1155095.5167159226,1038119.5996502426
2017-09-15,1157163.7557276362,1038189.8318480373
2017-09-18,1154114.6233626555,1038260.0687972708
2017-09-19,1154870.7030332265,1038330.3104982644
2017-09-20,1154708.2961918786,1038400.5569513395
2017-09-21,1155464.3758624496,1038470.8081568177
2017-09-22,1157138.94204494,1038541.0641150206
2017-09-25,1157501.3488862882,1038611.3248262694
2017-09-26,1158913.5082274305,1038681.5902908861
2017-09-27,1160063.1355928227,1038751.8605091921
2017-09-28,1163181.1271043306,1038822.1354815088
2017-09-29,1165249.240981642,1038892.415208158
