Date,LP_Total_Value,FD_Benchmark,LP_Value_No_Fees
2017-08-23,1398053.4085466128,1047681.5032482394,1225553.4085466128
2017-08-24,1396871.6545756324,1047752.3338244583,1224121.6545756324
2017-08-25,1397121.6545756324,1047823.1691893181,1224121.6545756324
2017-08-28,1395796.6705917243,1047894.0093431426,1222546.6705917243
2017-08-29,1395187.7001328804,1047964.8542862554,1221687.7001328804
2017-08-30,1395065.493254672,1048035.7040189807,1221315.493254672
2017-08-31,1396403.5771183707,1048106.5585416418,1222403.5771183707
2017-09-01,1396367.2536320894,1048177.4178545629,1222117.2536320894
2017-09-04,1395500.4964578904,1048248.2819580677,1221000.4964578904
2017-09-05,1396580.930145808,1048319.1508524801,1221830.930145808
2017-09-06,1392678.8982457942,1048390.0245381239,1217678.8982457942
2017-09-07,1385340.711431257,1048460.9030153233,1210090.711431257
2017-09-08,1379004.8616280651,1048531.7862844021,1203504.8616280651
2017-09-11,1376820.9071853133,1048602.6743456842,1201070.9071853133
2017-09-12,1378216.3376700124,1048673.5671994935,1202216.3376700124
2017-09-13,1379983.9750329198,1048744.4648461542,1203733.9750329198
2017-09-14,1376425.4767006142,1048815.3672859902,1199925.4767006142
2017-09-15,1378823.1076570847,1048886.2745193257,1202073.1076570847
2017-09-18,1375636.9527425612,1048957.1865464847,1198636.9527425612
2017-09-19,1376602.8297280516,1049028.103367791,1199352.8297280516
2017-09-20,1376566.5062417702,1049099.0249835695,1199066.5062417702
2017-09-21,1377532.3832272603,1049169.9513941435,1199782.3832272603
2017-09-22,1379500.460684522,1049240.8825998376,1201500.460684522
2017-09-25,1380036.7841708034,1049311.8186009757,1201786.7841708034
2017-09-26,1381718.5381417838,1049382.7593978825,1203218.5381417838
2017-09-27,1383113.832086909,1049453.7049908817,1204363.832086909
2017-09-28,1386656.893528079,1049524.6553802977,1207656.893528079
2017-09-29,1389054.3879449756,1049595.610566455,1209804.3879449756
2017-10-02,1387443.2170143602,1049666.5705496778,1207943.2170143602
2017-10-03,1391845.1123748,1049737.5353302902,1212095.1123748
2017-10-04,1391236.141915956,1049808.5049086167,1211236.141915956
2017-10-05,1390627.171457112,1049879.4792849817,1210377.171457112
2017-10-06,1391449.8184296747,1049950.4584597095,1210949.8184296747
2017-10-09,1393417.8958869365,1050021.4424331244,1212667.8958869365
2017-10-10,1391520.264930466,1050092.4312055511,1210520.264930466
2017-10-11,1387761.4630433798,1050163.4247773138,1206511.4630433798
2017-10-12,1387152.356044962,1050234.4231487373,1205652.356044962
2017-10-13,1389635.8703933596,1050305.4263201456,1207885.8703933596
2017-10-16,1387509.2625716082,1050376.4342918636,1205509.2625716082
2017-10-17,1389334.1100159425,1050447.4470642156,1207084.1100159425
2017-10-18,1391015.863986923,1050518.4646375263,1208515.863986923
2017-10-19,1391695.4174861317,1050589.4870121202,1208945.4174861317
2017-10-20,1391458.653905496,1050660.514188322,1208458.653905496
2017-10-23,1393054.3879449756,1050731.546166456,1209804.3879449756
2017-10-24,1394736.141915956,1050802.5829468474,1211236.141915956
2017-10-25,1395558.7888885187,1050873.6245298206,1211808.7888885187
2017-10-26,1394520.264930466,1050944.6709157003,1210520.264930466
2017-10-27,1397060.9893602903,1051015.7221048109,1212810.9893602903
2017-10-30,1398599.513318343,1051086.7780974775,1214099.513318343
2017-10-31,1395699.8184296747,1051157.8388940247,1210949.8184296747
2017-11-01,1396264.8152264564,1051228.9044947776,1211264.8152264564
2017-11-02,1395913.4949433934,1051299.9749000606,1210663.4949433934
2017-11-03,1395590.711431257,1051371.0501101986,1210090.711431257
2017-11-06,1399133.7728724268,1051442.1301255163,1213383.7728724268
2017-11-07,1396090.711431257,1051513.2149463391,1210090.711431257
2017-11-08,1396340.711431257,1051584.3045729913,1210090.711431257
2017-11-09,1396504.82803933,1051655.3990057982,1210004.82803933
2017-11-10,1386790.0334030413,1051726.4982450844,1200040.0334030413
2017-11-13,1386209.7362546977,1051797.6022911752,1199209.7362546977
2017-11-14,1387461.9367264693,1051868.7111443952,1200211.9367264693
2017-11-15,1386795.6196466247,1051939.8248050697,1199295.6196466247
2017-11-16,1381805.5038829125,1052010.9432735236,1194055.5038829125
2017-11-17,1381425.5102893494,1052082.066550082,1193425.5102893494
2017-11-20,1379441.9959409516,1052153.19463507,1191191.9959409516
2017-11-21,1373392.469624041,1052224.3275288125,1184892.469624041
2017-11-22,1372869.3825571241,1052295.4652316347,1184119.3825571241
2017-11-23,1365960.7492417959,1052366.6077438616,1176960.7492417959
2017-11-24,1365552.0823377324,1052437.7550658186,1176302.0823377324
2017-11-27,1366718.3994175768,1052508.907197831,1177218.3994175768
2017-11-28,1367770.1597949942,1052580.0641402232,1178020.1597949942
2017-11-29,1364440.9114071168,1052651.2258933214,1174440.9114071168
2017-11-30,1360309.9026418224,1052722.3924574503,1170059.9026418224
2017-12-01,1360788.879507103,1052793.5638329352,1170288.879507103
2017-12-04,1361325.2029933843,1052864.7400201014,1170575.2029933843
2017-12-05,1352784.512152295,1052935.921019274,1161784.512152295
2017-12-06,1353807.599219212,1053007.1068307792,1162557.599219212
2017-12-07,1358352.7245925795,1053078.2974549413,1166852.7245925795
2017-12-08,1358001.4043095168,1053149.492892086,1166251.4043095168
2017-12-11,1361716.2325345404,1053220.693142539,1169716.2325345404
2017-12-12,1358759.1910248715,1053291.8982066256,1166509.1910248715
2017-12-13,1360068.6015780699,1053363.1080846707,1167568.6015780699
2017-12-14,1357741.5536619641,1053434.3227770005,1164991.5536619641
2017-12-15,1360998.1550772786,1053505.54228394,1167998.1550772786
2017-12-18,1360704.0448756425,1053576.766605815,1167454.0448756425
2017-12-19,1361498.1550772786,1053647.9957429508,1167998.1550772786
2017-12-20,1362034.47856356,1053719.2296956729,1168284.47856356
2017-12-21,1359134.6471353178,1053790.468464307,1165134.6471353178
2017-12-22,1360243.7541337356,1053861.7120491788,1165993.7541337356
2017-12-25,1361639.1846184346,1053932.9604506139,1167139.1846184346
2017-12-26,1362318.6015780699,1054004.2136689378,1167568.6015780699
2017-12-27,1363284.47856356,1054075.471704476,1168284.47856356
2017-12-28,1362961.8315909973,1054146.7345575546,1167711.8315909973
2017-12-29,1358343.9227054934,1054218.002228499,1162843.9227054934
2018-01-01,1357992.6024224306,1054289.2747176348,1162242.6024224306
2018-01-02,1358242.6024224306,1054360.5520252879,1162242.6024224306
2018-01-03,1346351.640058745,1054431.8341517842,1150101.640058745
2018-01-04,1347031.1935579537,1054503.1210974494,1150531.1935579537
2018-01-05,1341554.245943819,1054574.4128626094,1144804.245943819
2018-01-08,1340086.236756344,1054645.70944759,1143086.236756344
2018-01-09,1341481.5989712563,1054717.0108527166,1144231.5989712563
2018-01-10,1345110.4755345662,1054788.3170783157,1147610.4755345662
2018-01-11,1343126.9611861685,1054859.6281247127,1145376.9611861685
2018-01-12,1337363.7583555393,1054930.943992234,1139363.7583555393
2018-01-15,1333032.2412261036,1055002.2646812052,1134782.2412261036
2018-01-16,1327669.850314396,1055073.5901919524,1129169.850314396
2018-01-17,1331098.2867833516,1055144.9205248016,1132348.2867833516
2018-01-18,1331491.4485264923,1055216.2556800786,1132491.4485264923
2018-01-19,1330825.1997164346,1055287.5956581098,1131575.1997164346
2018-01-22,1325691.9222095818,1055358.940459221,1126191.9222095818
2018-01-23,1325655.5304535136,1055430.2900837383,1125905.5304535136
2018-01-24,1322412.1654575632,1055501.6445319878,1122412.1654575632
2018-01-25,1319283.2888942533,1055573.0038042956,1119033.2888942533
2018-01-26,1314951.7717648176,1055644.3679009879,1114451.7717648176
2018-01-29,1307470.4914769267,1055715.736822391,1106720.4914769267
2018-01-30,1312302.0086063624,1055787.1105688305,1111302.0086063624
2018-01-31,1317563.0109652202,1055858.4891406333,1116313.0109652202
2018-02-01,1317813.0109652202,1055929.8725381254,1116313.0109652202
2018-02-02,1318063.0109652202,1056001.2607616328,1116313.0109652202
2018-02-05,1315735.8947793276,1056072.6538114822,1113735.8947793276
2018-02-06,1319364.7713426375,1056144.0516879996,1117114.7713426375
2018-02-07,1322191.88752853,1056215.4543915114,1119691.88752853
2018-02-08,1322356.004136603,1056286.8619223437,1119606.004136603
2018-02-09,1326901.1295099705,1056358.2742808235,1123901.1295099705
2018-02-12,1335541.008432138,1056429.6914672763,1132291.008432138
2018-02-13,1329691.9222095818,1056501.1134820294,1126191.9222095818
2018-02-14,1330743.682586999,1056572.5403254088,1126993.682586999
2018-02-15,1320169.8492220794,1056643.9719977404,1116169.8492220794
2018-02-16,1318358.1699273228,1056715.4084993517,1114108.1699273228
2018-02-19,1319810.8104934485,1056786.8498305685,1115310.8104934485
2018-02-20,1318629.124792255,1056858.2959917176,1113879.124792255
2018-02-21,1322458.3731801324,1056929.7469831256,1117458.3731801324
2018-02-22,1324140.1271511128,1057001.2028051189,1118890.1271511128
2018-02-23,1324819.6123805346,1057072.663458024,1119319.6123805346
2018-02-26,1325928.6511091655,1057144.1289421674,1120178.6511091655
2018-02-27,1322169.8492220794,1057215.5992578762,1116169.8492220794
2018-02-28,1329435.2525244802,1057287.0744054767,1123185.2525244802
2018-03-01,1329112.6055519176,1057358.5543852958,1122612.6055519176
2018-03-02,1327787.6898377966,1057430.0391976598,1121037.6898377966
2018-03-05,1324601.6031930598,1057501.528842896,1117601.6031930598
2018-03-06,1324994.7649362006,1057573.0233213305,1117744.7649362006
2018-03-07,1322810.8104934485,1057644.5226332904,1115310.8104934485
2018-03-08,1323919.8492220794,1057716.0267791024,1116169.8492220794
2018-03-09,1327606.004136603,1057787.5357590932,1119606.004136603
2018-03-12,1327856.004136603,1057859.0495735903,1119606.004136603
2018-03-13,1325614.7713426375,1057930.5682229195,1117114.7713426375
2018-03-14,1325206.1727083607,1058002.0917074084,1116456.1727083607
2018-03-15,1325456.1727083607,1058073.6200273836,1116456.1727083607
2018-03-16,1332292.0907813397,1058145.153183172,1123042.0907813397
2018-03-19,1329678.6511091655,1058216.6911751006,1120178.6511091655
2018-03-20,1329642.3276228842,1058288.2340034966,1119892.3276228842
2018-03-21,1332039.890309568,1058359.7816686863,1122039.890309568
2018-03-22,1331516.803242651,1058431.3341709974,1121266.803242651
2018-03-23,1329103.8036648314,1058502.891510757,1118603.8036648314
2018-03-26,1331071.8128523063,1058574.4536882914,1120321.8128523063
2018-03-27,1324821.8464410414,1058646.0207039278,1113821.8464410414
2018-03-28,1320547.6076628193,1058717.5925579942,1109297.6076628193
2018-03-29,1315185.216751112,1058789.1692508166,1103685.216751112
2018-03-30,1318041.0062475048,1058860.750782723,1106291.0062475048
2018-04-02,1316429.7670471023,1058932.33715404,1104429.7670471023
2018-04-03,1317968.2910051553,1059003.928365095,1105718.2910051553
2018-04-04,1321139.0090285428,1059075.524416215,1108639.0090285428
2018-04-05,1318897.7762345772,1059147.1253077276,1106147.7762345772
2018-04-06,1319720.4914769267,1059218.7310399597,1106720.4914769267
2018-04-09,1320399.9767063488,1059290.3416132387,1107149.9767063488
2018-04-10,1319647.7762345772,1059361.957027892,1106147.7762345772
2018-04-11,1319038.7375059463,1059433.5772842462,1105288.7375059463
2018-04-12,1322438.5689341885,1059505.2023826297,1108438.5689341885
2018-04-13,1323776.652797887,1059576.8323233693,1109526.652797887
2018-04-16,1324227.0928922414,1059648.4671067926,1109727.0928922414
2018-04-17,1325479.2933640128,1059720.1067332267,1110729.2933640128
2018-04-18,1327447.3708212746,1059791.7512029991,1112447.3708212746
2018-04-19,1327697.3708212746,1059863.4005164374,1112447.3708212746
2018-04-20,1329092.7330361868,1059935.054673869,1113592.7330361868
2018-04-23,1331060.8104934485,1060006.7136756212,1115310.8104934485
2018-04-24,1332599.3344515015,1060078.3775220218,1116599.3344515015
2018-04-25,1333851.6031930598,1060150.0462133982,1117601.6031930598
2018-04-26,1336764.6027708796,1060221.7197500782,1120264.6027708796
2018-04-27,1338646.7285664275,1060293.3981323885,1121896.7285664275
2018-04-30,1337751.3663515153,1060365.0813606577,1120751.3663515153
2018-05-01,1339576.2820656362,1060436.7694352132,1122326.2820656362
2018-05-02,1340628.0424430536,1060508.4623563823,1123128.0424430536
2018-05-03,1344085.0839527224,1060580.160124493,1126335.0839527224
2018-05-04,1344191.9222095818,1060651.862739873,1126191.9222095818
2018-05-07,1344728.2456958632,1060723.5702028496,1126478.2456958632
2018-05-08,1346982.6466394062,1060795.2825137507,1128482.6466394062
2018-05-09,1360834.0362845724,1060866.9996729044,1142084.0362845724
2018-05-10,1349487.0475829493,1060938.721680638,1130487.0475829493
2018-05-11,1349737.0475829493,1061010.4485372796,1130487.0475829493
2018-05-14,1353995.8494700354,1061082.1802431569,1134495.8494700354
2018-05-15,1351811.9632970702,1061153.9167985977,1132061.9632970702
2018-05-16,1354639.0794829628,1061225.6582039301,1134639.0794829628
2018-05-17,1355891.2799547345,1061297.4044594818,1135641.2799547345
2018-05-18,1357286.6421696467,1061369.1555655808,1136786.6421696467
2018-05-21,1358252.5191551368,1061440.911522555,1137502.5191551368
2018-05-22,1359161.1177894133,1061512.6723307322,1138161.1177894133
2018-05-23,1357034.441697875,1061584.4379904405,1135784.441697875
2018-05-24,1360004.7196269084,1061656.2085020079,1138504.7196269084
2018-05-25,1360827.366599471,1061727.9838657626,1139077.366599471
2018-05-28,1361650.0818418206,1061799.764082032,1139650.0818418206
2018-05-29,1361900.0818418206,1061871.549151145,1139650.0818418206
2018-05-30,1364297.6445285042,1061943.3390734291,1141797.6445285042
2018-05-31,1362686.405328102,1062015.133849213,1139936.405328102
2018-06-01,1361934.2048563303,1062086.933478824,1138934.2048563303
2018-06-04,1361754.7196269084,1062158.737962591,1138504.7196269084
2018-06-05,1360000.3186833654,1062230.5473008417,1136500.3186833654
2018-06-06,1364946.3242454415,1062302.3614939044,1141196.3242454415
2018-06-07,1360786.6421696467,1062374.1805421077,1136786.6421696467
2018-06-08,1364186.405328102,1062446.0044457794,1139936.405328102
2018-06-11,1365009.1205704515,1062517.8332052475,1140509.1205704515
2018-06-12,1366547.6445285042,1062589.6668208411,1141797.6445285042
2018-06-13,1367227.1980277132,1062661.505292888,1142227.1980277132
2018-06-14,1368193.0067434164,1062733.3486217165,1142943.0067434164
2018-06-15,1366009.1205704515,1062805.1968076553,1140509.1205704515
2018-06-18,1368693.0067434164,1062877.0498510324,1142943.0067434164
2018-06-19,1369945.207215188,1062948.9077521763,1143945.207215188
2018-06-20,1371054.245943819,1063020.7705114156,1144804.245943819
2018-06-21,1372821.9515765132,1063092.6381290783,1146321.9515765132
2018-06-22,1375276.7926144106,1063164.5106054936,1148526.7926144106
2018-06-25,1370945.207215188,1063236.387940989,1143945.207215188
2018-06-26,1377065.3165724636,1063308.2701358942,1149815.3165724636
2018-06-27,1378460.610517589,1063380.1571905368,1150960.610517589
2018-06-28,1381516.9083781228,1063452.0491052454,1153766.9083781228
2018-06-29,1385689.826873282,1063523.9458803493,1157689.826873282
2018-07-02,1383648.9659038838,1063595.8475161763,1155398.9659038838
2018-07-03,1385473.9498877919,1063667.7540130552,1156973.9498877919
2018-07-04,1386239.3867789276,1063739.6653713149,1157489.3867789276
2018-07-05,1390125.8452482317,1063811.5815912841,1161125.8452482317
2018-07-06,1386653.3668474269,1063883.5026732911,1157403.3668474269
2018-07-09,1384898.9659038838,1063955.4286176648,1155398.9659038838
2018-07-10,1383001.471486987,1064027.3594247343,1153251.471486987
2018-07-11,1382535.5945014968,1064099.2950948277,1152535.5945014968
2018-07-12,1386737.0497675824,1064171.2356282743,1156487.0497675824
2018-07-13,1387330.7198748642,1064243.1810254024,1156830.7198748642
2018-07-16,1389012.4738458446,1064315.131286541,1158262.4738458446
2018-07-17,1384795.4451490494,1064387.0864120196,1153795.4451490494
2018-07-18,1389655.5673191985,1064459.046402166,1158405.5673191985
2018-07-19,1393771.2757329307,1064531.01125731,1162271.2757329307
2018-07-20,1393878.0457200033,1064602.9809777797,1162128.0457200033
2018-07-23,1394271.2757329307,1064674.9555639045,1162271.2757329307
2018-07-24,1395237.152718421,1064746.9350160134,1162987.152718421
2018-07-25,1395057.599219212,1064818.9193344354,1162557.599219212
2018-07-26,1391585.1208184073,1064890.9085194988,1158835.1208184073
2018-07-27,1394984.9522466494,1064962.9025715338,1161984.9522466494
2018-07-30,1395464.065651504,1065034.9014908685,1162214.065651504
2018-07-31,1394053.198275669,1065106.9052778322,1160553.198275669
2018-08-01,1391182.0401579272,1065178.9139327542,1157432.0401579272
2018-08-02,1398132.4466635464,1065250.9274559633,1164132.4466635464
2018-08-03,1402534.47856356,1065322.945847789,1168284.47856356
2018-08-06,1402784.47856356,1065394.9691085604,1168284.47856356
2018-08-07,1403034.47856356,1065466.9972386062,1168284.47856356
2018-08-08,1401079.6375256628,1065539.0302382559,1166079.6375256628
2018-08-09,1401386.9841466632,1065611.0681078387,1166136.9841466632
2018-08-10,1402725.0680103619,1065683.1108476843,1167225.0680103619
2018-08-13,1406325.2029933843,1065755.1584581211,1170575.2029933843
2018-08-14,1407434.3099918023,1065827.210939479,1171434.3099918023
2018-08-15,1409116.0639627827,1065899.2682920871,1172866.0639627827
2018-08-16,1410797.6813941894,1065971.330516275,1174297.6813941894
2018-08-17,1411620.4649063258,1066043.3976123715,1174870.4649063258
2018-08-20,1410295.4809224177,1066115.4695807064,1173295.4809224177
2018-08-21,1410058.717341782,1066187.5464216091,1172808.717341782
2018-08-22,1410079.6039369274,1066259.628135409,1172579.6039369274
2018-08-23,1410043.2804506463,1066331.7147224352,1172293.2804506463
2018-08-24,1413299.8818659608,1066403.8061830176,1175299.8818659608
2018-08-27,1409541.0799788747,1066475.9025174854,1171291.0799788747
2018-08-28,1409361.6630192397,1066548.0037261683,1170861.6630192397
2018-08-29,1411616.0639627827,1066620.1098093956,1172866.0639627827
2018-08-30,1419912.341047455,1066692.220767497,1180912.341047455
2018-08-31,1417098.39301114,1066764.3366008021,1177848.39301114
2018-09-03,1417806.4832812755,1066836.4573096407,1178306.4832812755
2018-09-04,1421778.9616820803,1066908.582894342,1182028.9616820803
2018-09-05,1425178.7931103224,1066980.7133552358,1185178.7931103224
2018-09-06,1427290.1005805116,1067052.8486926518,1187040.1005805116
2018-09-07,1425965.1165966038,1067124.98890692,1185465.1165966038
2018-09-10,1426930.9935820939,1067197.1339983696,1186180.9935820939
2018-09-11,1428412.30745872,1067269.2839673304,1187412.30745872
2018-09-12,1427287.9001087402,1067341.4388141322,1186037.9001087402
2018-09-13,1426106.1461377598,1067413.598539105,1184606.1461377598
2018-09-14,1428074.2235950215,1067485.7631425785,1186324.2235950215
2018-09-17,1426319.8226514785,1067557.9326248823,1184319.8226514785
2018-09-18,1428001.440082885,1067630.1069863464,1185751.440082885
2018-09-19,1428394.6700958125,1067702.2862273012,1185894.6700958125
2018-09-20,1426268.0622740611,1067774.4703480755,1183518.0622740611
2018-09-21,1426317.6221797068,1067846.659349,1183317.6221797068
2018-09-24,1424706.3147095176,1067918.8532304044,1181456.3147095176
2018-09-25,1426101.7451942167,1067991.0519926187,1182601.7451942167
2018-09-26,1427783.4991651971,1068063.2556359728,1184033.4991651971
2018-09-27,1429178.7931103224,1068135.4641607967,1185178.7931103224
2018-09-28,1430287.9001087402,1068207.6775674205,1186037.9001087402
2018-10-01,1426672.1916950077,1068279.8958561744,1182172.1916950077
2018-10-02,1430215.1165966038,1068352.119027388,1185465.1165966038
2018-10-03,1429892.469624041,1068424.3470813918,1184892.469624041
2018-10-04,1430514.6765022494,1068496.5800185157,1185264.6765022494
2018-10-05,1431537.9001087402,1068568.81783909,1186037.9001087402
2018-10-08,1431930.9935820939,1068641.0605434447,1186180.9935820939
2018-10-09,1434901.2715111272,1068713.30813191,1188901.2715111272
2018-10-10,1435723.91848369,1068785.5606048163,1189473.91848369
2018-10-11,1435687.5949974086,1068857.8179624935,1189187.5949974086
2018-10-12,1436023.4783893356,1068930.0802052722,1189273.4783893356
2018-10-15,1436187.5949974086,1069002.3473334822,1189187.5949974086
2018-10-16,1436437.5949974086,1069074.619347454,1189187.5949974086
2018-10-17,1435112.7475530743,1069146.8962475182,1187612.7475530743
2018-10-18,1436794.5015240547,1069219.178034005,1189044.5015240547
2018-10-19,1439191.9959409516,1069291.4647072444,1191191.9959409516
2018-10-22,1439012.5789813164,1069363.7562675674,1190762.5789813164
2018-10-23,1439691.9959409516,1069436.0527153038,1191191.9959409516
2018-10-24,1440085.225953879,1069508.3540507841,1191335.225953879
2018-10-25,1441623.749911932,1069580.6602743391,1192623.749911932
2018-10-26,1442818.7403022768,1069652.9713862992,1193568.7403022768
2018-10-29,1443555.5038829125,1069725.2873869946,1194055.5038829125
2018-10-30,1446096.2283127368,1069797.6082767562,1196346.2283127368
2018-10-31,1446918.8752852995,1069869.9340559142,1196918.8752852995
2018-11-01,1447455.3353111546,1069942.2647247992,1197205.3353111546
2018-11-02,1444555.5038829125,1070014.600283742,1194055.5038829125
2018-11-05,1443373.749911932,1070086.9407330728,1192623.749911932
2018-11-06,1445914.4743417564,1070159.2860731226,1194914.4743417564
2018-11-07,1444446.3968844947,1070231.6363042218,1193196.3968844947
2018-11-08,1439570.8378232098,1070303.9914267017,1188070.8378232098
2018-11-09,1445805.5038829125,1070376.3514408919,1194055.5038829125
2018-11-12,1448346.2283127368,1070448.7163471242,1196346.2283127368
2018-11-13,1452032.3832272603,1070521.0861457284,1199782.3832272603
2018-11-14,1451795.6196466247,1070593.460837036,1199295.6196466247
2018-11-15,1452818.7067135416,1070665.8404213774,1200068.7067135416
2018-11-16,1451350.62925628,1070738.2248990834,1198350.62925628
2018-11-19,1452030.182755489,1070810.614270485,1198780.182755489
2018-11-20,1452423.2762288426,1070883.0085359127,1198923.2762288426
2018-11-21,1453532.3832272603,1070955.4076956979,1199782.3832272603
2018-11-22,1449515.7946248194,1071027.8117501712,1195515.7946248194
2018-11-23,1455034.583699032,1071100.2206996633,1200784.583699032
2018-11-26,1455284.583699032,1071172.6345445055,1200784.583699032
2018-11-27,1453673.2762288426,1071245.0532850288,1198923.2762288426
2018-11-28,1454639.1532143329,1071317.476921564,1199639.1532143329
2018-11-29,1456320.9071853133,1071389.905454442,1201070.9071853133
2018-11-30,1452848.4287845085,1071462.338883994,1197348.4287845085
2018-12-03,1452096.2283127368,1071534.7772105508,1196346.2283127368
2018-12-04,1448337.4264256507,1071607.220434444,1192337.4264256507
2018-12-05,1445151.2715111272,1071679.668556004,1188901.2715111272
2018-12-06,1445687.5949974086,1071752.1215755625,1189187.5949974086
2018-12-07,1448514.779453088,1071824.5794934505,1191764.779453088
2018-12-10,1449337.4264256507,1071897.0423099988,1192337.4264256507
2018-12-11,1451878.150855475,1071969.510025539,1194628.150855475
2018-12-12,1454762.5453925813,1072041.9826404022,1197262.5453925813
2018-12-13,1454668.8752852995,1072114.4601549194,1196918.8752852995
2018-12-14,1454289.0182313102,1072186.9425694223,1196289.0182313102
2018-12-17,1456457.5357829263,1072259.429884242,1198207.5357829263
2018-12-18,1454702.9982998092,1072331.9220997095,1196202.9982998092
2018-12-19,1459105.030199823,1072404.4192161562,1200355.030199823
2018-12-20,1456062.1052982272,1072476.9212339139,1197062.1052982272
2018-12-21,1454737.2578538929,1072549.4281533135,1195487.2578538929
2018-12-24,1456848.4287845085,1072621.9399746864,1197348.4287845085
2018-12-25,1454492.7075579024,1072694.456698364,1194742.7075579024
2018-12-26,1455458.5845433925,1072766.9783246783,1195458.5845433925
2018-12-27,1455594.0278409654,1072839.5048539601,1195344.0278409654
2018-12-28,1453753.7435054951,1072912.036286541,1193253.7435054951
2018-12-31,1447646.8705675842,1072984.5726227527,1186896.8705675842
2019-01-01,1443601.7451942167,1073057.1138629266,1182601.7451942167
2019-01-02,1443851.7451942167,1073129.6600073942,1182601.7451942167
2019-01-03,1446965.1165966038,1073202.211056487,1185465.1165966038
2019-01-04,1447014.6765022494,1073274.7670105367,1185264.6765022494
2019-01-07,1441738.237252256,1073347.3278698751,1179738.237252256
2019-01-08,1439353.8427151495,1073419.8936348336,1177103.8427151495
2019-01-09,1440233.8363087128,1073492.4643057438,1177733.8363087128
2019-01-10,1436761.357907908,1073565.0398829372,1174011.357907908
2019-01-11,1435579.6039369274,1073637.620366746,1172579.6039369274
2019-01-14,1435400.1869772924,1073710.2057575018,1172150.1869772924
2019-01-15,1436366.0639627827,1073782.7960555365,1172866.0639627827
2019-01-16,1438563.1182853251,1073855.391261181,1174813.1182853251
2019-01-17,1440302.0823377324,1073927.991374768,1176302.0823377324
2019-01-18,1439979.4353651698,1074000.596396629,1175729.4353651698
2019-01-21,1441374.8658498689,1074073.2063270956,1176874.8658498689
2019-01-22,1443342.9433071306,1074145.8211665002,1178592.9433071306
2019-01-23,1448317.6221797068,1074218.4409151743,1183317.6221797068
2019-01-24,1448710.7156530607,1074291.0655734497,1183460.7156530607
2019-01-25,1451108.3466095312,1074363.6951416587,1185608.3466095312
2019-01-28,1442624.8658498689,1074436.329620133,1176874.8658498689
2019-01-29,1441443.1118788884,1074508.9690092045,1175443.1118788884
2019-01-30,1442122.6653780972,1074581.6133092053,1175872.6653780972
2019-01-31,1437218.433006312,1074654.2625204674,1170718.433006312
2019-02-01,1439043.2804506463,1074726.916643323,1172293.2804506463
2019-02-04,1440438.7109353454,1074799.5756781036,1173438.7109353454
2019-02-05,1436823.002521613,1074872.239625142,1169573.002521613
2019-02-06,1434495.9546055072,1074944.90848477,1166995.9546055072
2019-02-07,1437294.4657506864,1075017.5822573195,1169544.4657506864
2019-02-08,1434280.0776200169,1075090.260943123,1166280.0776200169
2019-02-11,1432239.3531901925,1075162.9445425125,1163989.3531901925
2019-02-12,1435925.508104716,1075235.6330558204,1167425.508104716
2019-02-13,1434457.4306474542,1075308.3264833784,1165707.4306474542
2019-02-14,1434564.2006345268,1075381.0248255194,1165564.2006345268
2019-02-15,1435386.9841466632,1075453.7280825751,1166136.9841466632
2019-02-18,1435636.9841466632,1075526.436254878,1166136.9841466632
2019-02-19,1438177.7085764876,1075599.1493427607,1168427.7085764876
2019-02-20,1437339.624712789,1075671.8673465548,1167339.624712789
2019-02-21,1433953.0297039112,1075744.5902665935,1163703.0297039112
2019-02-22,1437782.2780917885,1075817.3181032084,1167282.2780917885
2019-02-25,1437889.1846184346,1075890.0508567325,1167139.1846184346
2019-02-26,1435562.0001627551,1075962.788527498,1164562.0001627551
2019-02-27,1434523.4762047024,1076035.5311158374,1163273.4762047024
2019-02-28,1436062.0001627551,1076108.278622083,1164562.0001627551
2019-03-01,1438030.0776200169,1076181.0310465673,1166280.0776200169
2019-03-04,1436705.2301756828,1076253.788389623,1164705.2301756828
2019-03-05,1438386.9841466632,1076326.5506515822,1166136.9841466632
2019-03-06,1439352.7245925795,1076399.317832778,1166852.7245925795
2019-03-07,1443182.1095200307,1076472.0899335428,1170432.1095200307
2019-03-08,1445293.2804506463,1076544.866954209,1172293.2804506463
2019-03-11,1444541.0799788747,1076617.6488951093,1171291.0799788747
2019-03-12,1442500.3555490503,1076690.4357565765,1169000.3555490503
2019-03-13,1442034.47856356,1076763.227538943,1168284.47856356
2019-03-14,1442284.47856356,1076836.024242542,1168284.47856356
2019-03-15,1444538.879507103,1076908.8258677055,1170288.879507103
2019-03-18,1444359.3260078942,1076981.6324147668,1169859.3260078942
2019-03-19,1441889.1846184346,1077054.4438840584,1167139.1846184346
2019-03-20,1441136.9841466632,1077127.260275913,1166136.9841466632
2019-03-21,1437807.599219212,1077200.0815906634,1162557.599219212
2019-03-22,1434421.0042103343,1077272.907828643,1158921.0042103343
2019-03-25,1440168.9066894015,1077345.7389901837,1164418.9066894015
2019-03-26,1439703.0297039112,1077418.5750756192,1163703.0297039112
2019-03-27,1442100.524120808,1077491.4160852819,1165850.524120808
2019-03-28,1442923.3076329445,1077564.2620195048,1166423.3076329445
2019-03-29,1443889.1846184346,1077637.1128786209,1167139.1846184346
