Date,LP_Total_Value,FD_Benchmark,LP_Value_No_Fees
2015-04-17,1039636.7787270619,1005151.1782826838,1020386.7787270619
2015-04-20,1033942.1619283397,1005219.1335123257,1014442.1619283397
2015-04-21,1037968.8786672907,1005287.093336215,1018218.8786672907
2015-04-22,1040938.1183210966,1005355.0577546626,1020938.1183210966
2015-04-23,1038091.2340066045,1005423.0267679787,1017841.2340066045
2015-04-24,1034307.7116948646,1005491.0003764741,1013807.7116948646
2015-04-27,1027563.1815094945,1005558.9785804595,1006813.1815094945
2015-04-28,1023492.688875006,1005626.9613802455,1002492.688875006
2015-04-29,1017027.655357917,1005694.948776143,995777.655357917
2015-04-30,1019460.592770653,1005762.9407684625,997960.592770653
2015-05-01,1021659.3256620623,1005830.9373575152,999909.3256620623
2015-05-04,1026902.177066542,1005898.9385436112,1004902.177066542
2015-05-05,1028270.0736956357,1005966.9443270615,1006020.0736956357
2015-05-06,1028693.858673014,1006034.9547081772,1006193.858673014
2015-05-07,1022160.8419134788,1006102.9696872692,999410.8419134788
2015-05-08,1029594.194429192,1006170.989264648,1006594.194429192
2015-05-11,1028061.592772634,1006239.0134406245,1004811.592772634
2015-05-12,1033327.0452285758,1006307.0422155096,1009827.0452285758
2015-05-13,1031681.168182618,1006375.0755896146,1007931.168182618
2015-05-14,1025284.1179079746,1006443.1135632499,1001284.1179079746
2015-05-15,1021168.2430825025,1006511.1561367268,996918.2430825025
2015-05-18,1021667.4849567942,1006579.2033103565,997167.4849567942
2015-05-19,1027612.7698371949,1006647.2550844494,1002862.7698371949
2015-05-20,1033422.088232704,1006715.3114593168,1008422.088232704
2015-05-21,1034601.1625314546,1006783.3724352698,1009351.1625314546
2015-05-22,1034027.8899676363,1006851.4380126195,1008527.8899676363
2015-05-25,1035645.0284710218,1006919.5081916768,1009895.0284710218
2015-05-26,1039626.4530630187,1006987.5829727531,1013626.4530630187
2015-05-27,1045050.5630993443,1007055.6623561593,1018800.5630993443
2015-05-28,1046969.7993224727,1007123.7463422067,1020469.7993224727
2015-05-29,1045067.1167037258,1007191.8349312061,1018317.1167037258
2015-06-01,1046132.9156130765,1007259.9281234693,1019132.9156130765
2015-06-02,1051692.902090264,1007328.0259193069,1024442.9020902641
2015-06-03,1045953.0831886176,1007396.1283190307,1018453.0831886176
2015-06-04,1042932.4138967473,1007464.2353229515,1015182.4138967473
2015-06-05,1046241.5697627825,1007532.3469313806,1018241.5697627825
2015-06-08,1054196.097122571,1007600.4631446296,1025946.097122571
2015-06-09,1050963.9144048658,1007668.5839630098,1022463.9144048657
2015-06-10,1049657.953571137,1007736.7093868321,1020907.9535711372
2015-06-11,1043880.3161770042,1007804.8394164086,1014880.3161770042
2015-06-12,1045293.5049530519,1007872.9740520498,1016043.5049530519
2015-06-15,1045890.9848637787,1007941.1132940679,1016390.9848637787
2015-06-16,1046503.5021274703,1008009.2571427737,1016753.5021274703
2015-06-17,1044698.9675011287,1008077.4055984789,1014698.9675011287
2015-06-18,1039691.8368693924,1008145.5586614951,1009441.8368693924
2015-06-19,1038431.168182618,1008213.7163321336,1007931.168182618
2015-06-22,1038832.1720204746,1008281.8786107062,1008082.1720204746
2015-06-23,1039943.2630767793,1008350.0454975239,1008943.2630767793
